ACCESSION,EXPERIMENT,DESIGN,LENGTH,INSTRUMENT,BIOSAMPLE,TAXID,GENOME_ACCESSION,SPECIES,ASSEMBLY
SRR3017806,SRX1485304,PAIRED,-,NextSeq 500,SAMN04330412,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017807,SRX1485305,PAIRED,-,NextSeq 500,SAMN04330181,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017855,SRX1485314,PAIRED,-,NextSeq 500,SAMN04330413,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017858,SRX1485317,PAIRED,-,NextSeq 500,SAMN04330182,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017859,SRX1485318,PAIRED,-,NextSeq 500,SAMN04330414,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017860,SRX1485319,PAIRED,-,NextSeq 500,SAMN04330415,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017861,SRX1485320,PAIRED,-,NextSeq 500,SAMN04330183,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017862,SRX1485321,PAIRED,-,NextSeq 500,SAMN04330184,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017863,SRX1485322,PAIRED,-,NextSeq 500,SAMN04330416,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017864,SRX1485323,PAIRED,-,NextSeq 500,SAMN04330185,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017865,SRX1485324,PAIRED,-,NextSeq 500,SAMN04330417,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017866,SRX1485325,PAIRED,-,NextSeq 500,SAMN04330418,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017915,SRX1485335,PAIRED,-,NextSeq 500,SAMN04330186,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017916,SRX1485336,PAIRED,-,NextSeq 500,SAMN04330419,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017917,SRX1485337,PAIRED,-,NextSeq 500,SAMN04330187,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017918,SRX1485338,PAIRED,-,NextSeq 500,SAMN04330420,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017919,SRX1485339,PAIRED,-,NextSeq 500,SAMN04330421,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017920,SRX1485340,PAIRED,-,NextSeq 500,SAMN04330188,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017921,SRX1485341,PAIRED,-,NextSeq 500,SAMN04330422,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017922,SRX1485342,PAIRED,-,NextSeq 500,SAMN04330189,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017923,SRX1485343,PAIRED,-,NextSeq 500,SAMN04330423,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3017968,SRX1485355,PAIRED,-,NextSeq 500,SAMN04330190,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3017988,SRX1485356,PAIRED,-,NextSeq 500,SAMN04330424,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018202,SRX1485364,PAIRED,-,NextSeq 500,SAMN04330191,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018203,SRX1485365,PAIRED,-,NextSeq 500,SAMN04330425,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018249,SRX1485374,PAIRED,-,NextSeq 500,SAMN04330192,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018250,SRX1485383,PAIRED,-,NextSeq 500,SAMN04330426,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018251,SRX1485384,PAIRED,-,NextSeq 500,SAMN04330193,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018296,SRX1485385,PAIRED,-,NextSeq 500,SAMN04330427,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018340,SRX1485397,PAIRED,-,NextSeq 500,SAMN04330194,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018341,SRX1485398,PAIRED,-,NextSeq 500,SAMN04330428,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018342,SRX1485399,PAIRED,-,NextSeq 500,SAMN04330195,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018343,SRX1485400,PAIRED,-,NextSeq 500,SAMN04330429,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018344,SRX1485401,PAIRED,-,NextSeq 500,SAMN04330430,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018345,SRX1485402,PAIRED,-,NextSeq 500,SAMN04330196,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018346,SRX1485403,PAIRED,-,NextSeq 500,SAMN04330431,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018347,SRX1485404,PAIRED,-,NextSeq 500,SAMN04330197,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018348,SRX1485405,PAIRED,-,NextSeq 500,SAMN04330432,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018350,SRX1485406,PAIRED,-,NextSeq 500,SAMN04330198,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018351,SRX1485407,PAIRED,-,NextSeq 500,SAMN04330433,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018352,SRX1485408,PAIRED,-,NextSeq 500,SAMN04330434,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018353,SRX1485409,PAIRED,-,NextSeq 500,SAMN04330199,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018354,SRX1485410,PAIRED,-,NextSeq 500,SAMN04330435,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018356,SRX1485412,PAIRED,-,NextSeq 500,SAMN04330200,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018357,SRX1485413,PAIRED,-,NextSeq 500,SAMN04330436,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018359,SRX1485415,PAIRED,-,NextSeq 500,SAMN04330201,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018360,SRX1485416,PAIRED,-,NextSeq 500,SAMN04330437,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018361,SRX1485417,PAIRED,-,NextSeq 500,SAMN04330202,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018362,SRX1485418,PAIRED,-,NextSeq 500,SAMN04330438,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018363,SRX1485419,PAIRED,-,NextSeq 500,SAMN04330439,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3018364,SRX1485420,PAIRED,-,NextSeq 500,SAMN04330203,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018504,SRX1485492,PAIRED,-,NextSeq 500,SAMN04330204,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018529,SRX1485493,PAIRED,-,NextSeq 500,SAMN04330205,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018552,SRX1485498,PAIRED,-,NextSeq 500,SAMN04330206,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018556,SRX1485503,PAIRED,-,NextSeq 500,SAMN04330207,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018576,SRX1485504,PAIRED,-,NextSeq 500,SAMN04330208,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018577,SRX1485505,PAIRED,-,NextSeq 500,SAMN04330209,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018578,SRX1485506,PAIRED,-,NextSeq 500,SAMN04330210,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018579,SRX1485507,PAIRED,-,NextSeq 500,SAMN04330211,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018580,SRX1485508,PAIRED,-,NextSeq 500,SAMN04330212,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018626,SRX1485519,PAIRED,-,NextSeq 500,SAMN04330213,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018628,SRX1485525,PAIRED,-,NextSeq 500,SAMN04330214,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018718,SRX1485538,PAIRED,-,NextSeq 500,SAMN04330215,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018784,SRX1485574,PAIRED,-,NextSeq 500,SAMN04330216,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018807,SRX1485575,PAIRED,-,NextSeq 500,SAMN04330217,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018809,SRX1485576,PAIRED,-,NextSeq 500,SAMN04330218,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018810,SRX1485578,PAIRED,-,NextSeq 500,SAMN04330219,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018812,SRX1485580,PAIRED,-,NextSeq 500,SAMN04330220,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018815,SRX1485583,PAIRED,-,NextSeq 500,SAMN04330221,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018817,SRX1485585,PAIRED,-,NextSeq 500,SAMN04330222,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018818,SRX1485586,PAIRED,-,NextSeq 500,SAMN04330223,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018823,SRX1485590,PAIRED,-,NextSeq 500,SAMN04330224,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018824,SRX1485591,PAIRED,-,NextSeq 500,SAMN04330225,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018830,SRX1485596,PAIRED,-,NextSeq 500,SAMN04330226,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018831,SRX1485598,PAIRED,-,NextSeq 500,SAMN04330227,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018832,SRX1485599,PAIRED,-,NextSeq 500,SAMN04330228,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018836,SRX1485602,PAIRED,-,NextSeq 500,SAMN04330229,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018837,SRX1485603,PAIRED,-,NextSeq 500,SAMN04330230,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018838,SRX1485604,PAIRED,-,NextSeq 500,SAMN04330231,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018841,SRX1485608,PAIRED,-,NextSeq 500,SAMN04330232,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018842,SRX1485609,PAIRED,-,NextSeq 500,SAMN04330233,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018843,SRX1485610,PAIRED,-,NextSeq 500,SAMN04330234,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018844,SRX1485611,PAIRED,-,NextSeq 500,SAMN04330235,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018845,SRX1485612,PAIRED,-,NextSeq 500,SAMN04330236,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018846,SRX1485613,PAIRED,-,NextSeq 500,SAMN04330237,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018848,SRX1485614,PAIRED,-,NextSeq 500,SAMN04330238,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018849,SRX1485615,PAIRED,-,NextSeq 500,SAMN04330239,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018850,SRX1485616,PAIRED,-,NextSeq 500,SAMN04330240,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018851,SRX1485617,PAIRED,-,NextSeq 500,SAMN04330241,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018857,SRX1485620,PAIRED,-,NextSeq 500,SAMN04330242,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018858,SRX1485621,PAIRED,-,NextSeq 500,SAMN04330243,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018859,SRX1485622,PAIRED,-,NextSeq 500,SAMN04330244,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018861,SRX1485623,PAIRED,-,NextSeq 500,SAMN04330245,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018863,SRX1485628,PAIRED,-,NextSeq 500,SAMN04330246,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3018907,SRX1485637,PAIRED,-,NextSeq 500,SAMN04330247,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019181,SRX1485691,PAIRED,-,NextSeq 500,SAMN04330248,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019182,SRX1485692,PAIRED,-,NextSeq 500,SAMN04330249,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019183,SRX1485693,PAIRED,-,NextSeq 500,SAMN04330250,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019185,SRX1485694,PAIRED,-,NextSeq 500,SAMN04330251,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019202,SRX1485711,PAIRED,-,NextSeq 500,SAMN04330252,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019203,SRX1485712,PAIRED,-,NextSeq 500,SAMN04330253,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3019204,SRX1485713,PAIRED,-,NextSeq 500,SAMN04330254,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR3031957,SRX1491058,PAIRED,-,Illumina HiSeq 2000,SAMN04331657,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3031958,SRX1491059,PAIRED,-,Illumina HiSeq 2000,SAMN04331695,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3032151,SRX1491228,PAIRED,-,Illumina HiSeq 2000,SAMN04331696,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3033158,SRX1491898,SINGLE,-,Illumina HiSeq 2500,SAMN04351077,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033159,SRX1491899,SINGLE,-,Illumina HiSeq 2500,SAMN04351078,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033160,SRX1491900,SINGLE,-,Illumina HiSeq 2500,SAMN04351079,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033161,SRX1491901,SINGLE,-,Illumina HiSeq 2500,SAMN04351080,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033162,SRX1491902,SINGLE,-,Illumina HiSeq 2500,SAMN04351081,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033163,SRX1491903,SINGLE,-,Illumina HiSeq 2500,SAMN04351082,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033164,SRX1491904,SINGLE,-,Illumina HiSeq 2500,SAMN04351083,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033165,SRX1491905,SINGLE,-,Illumina HiSeq 2500,SAMN04351084,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033166,SRX1491906,SINGLE,-,Illumina HiSeq 2500,SAMN04351085,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033167,SRX1491907,SINGLE,-,Illumina HiSeq 2500,SAMN04351086,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033168,SRX1491908,SINGLE,-,Illumina HiSeq 2500,SAMN04351087,393133,GCA_000168695.2,Listeria monocytogenes 10403S,Complete Genome
SRR3033275,SRX1492014,SINGLE,-,Illumina HiSeq 2500,SAMN04351196,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033276,SRX1492014,SINGLE,-,Illumina HiSeq 2500,SAMN04351196,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033277,SRX1492014,SINGLE,-,Illumina HiSeq 2500,SAMN04351196,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033278,SRX1492014,SINGLE,-,Illumina HiSeq 2500,SAMN04351196,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033279,SRX1492014,SINGLE,-,Illumina HiSeq 2500,SAMN04351196,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033280,SRX1492015,SINGLE,-,Illumina HiSeq 2500,SAMN04351197,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033281,SRX1492015,SINGLE,-,Illumina HiSeq 2500,SAMN04351197,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033282,SRX1492015,SINGLE,-,Illumina HiSeq 2500,SAMN04351197,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033283,SRX1492015,SINGLE,-,Illumina HiSeq 2500,SAMN04351197,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033284,SRX1492016,SINGLE,-,Illumina HiSeq 2500,SAMN04351198,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033285,SRX1492016,SINGLE,-,Illumina HiSeq 2500,SAMN04351198,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033286,SRX1492016,SINGLE,-,Illumina HiSeq 2500,SAMN04351198,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033287,SRX1492016,SINGLE,-,Illumina HiSeq 2500,SAMN04351198,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033288,SRX1492017,SINGLE,-,Illumina HiSeq 2500,SAMN04351199,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033289,SRX1492017,SINGLE,-,Illumina HiSeq 2500,SAMN04351199,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033290,SRX1492017,SINGLE,-,Illumina HiSeq 2500,SAMN04351199,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033291,SRX1492017,SINGLE,-,Illumina HiSeq 2500,SAMN04351199,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033292,SRX1492017,SINGLE,-,Illumina HiSeq 2500,SAMN04351199,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033293,SRX1492018,SINGLE,-,Illumina HiSeq 2500,SAMN04351200,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033294,SRX1492018,SINGLE,-,Illumina HiSeq 2500,SAMN04351200,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033295,SRX1492018,SINGLE,-,Illumina HiSeq 2500,SAMN04351200,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033296,SRX1492018,SINGLE,-,Illumina HiSeq 2500,SAMN04351200,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033297,SRX1492019,SINGLE,-,Illumina HiSeq 2500,SAMN04351201,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033298,SRX1492019,SINGLE,-,Illumina HiSeq 2500,SAMN04351201,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033299,SRX1492019,SINGLE,-,Illumina HiSeq 2500,SAMN04351201,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033300,SRX1492019,SINGLE,-,Illumina HiSeq 2500,SAMN04351201,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3033301,SRX1492019,SINGLE,-,Illumina HiSeq 2500,SAMN04351201,316407,GCA_000010245.1,Escherichia coli str. K-12 substr. W3110,Complete Genome
SRR3036912,SRX1493616,PAIRED,-,Illumina HiSeq 2000,SAMN04331698,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3036915,SRX1493618,PAIRED,-,Illumina HiSeq 2000,SAMN04331699,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3062176,SRX1506687,PAIRED,-,Illumina HiSeq 2000,SAMN04331697,698761,GCA_000330885.1,Rhizobium tropici CIAT 899,Complete Genome
SRR3064747,SRX1507977,SINGLE,2,Illumina HiSeq 2000,SAMN04376694,224308,GCA_000789275.1,Bacillus subtilis subsp. subtilis str. 168,Complete Genome
SRR3068500,SRX1509502,PAIRED,-,Illumina HiSeq 2000,SAMN04376711,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068501,SRX1509503,PAIRED,-,Illumina HiSeq 2000,SAMN04376712,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068502,SRX1509504,PAIRED,-,Illumina HiSeq 2000,SAMN04376713,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068503,SRX1509505,PAIRED,-,Illumina HiSeq 2000,SAMN04376714,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068504,SRX1509506,PAIRED,-,Illumina HiSeq 2000,SAMN04376715,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068505,SRX1509507,PAIRED,-,Illumina HiSeq 2000,SAMN04376716,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3068507,SRX1509508,PAIRED,-,Illumina HiSeq 2000,SAMN04376717,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR3084373,SRX1516053,SINGLE,-,Illumina HiSeq 2000,SAMN04383809,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084374,SRX1516054,SINGLE,-,Illumina HiSeq 2000,SAMN04383810,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084375,SRX1516056,SINGLE,-,Illumina HiSeq 2000,SAMN04383811,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084376,SRX1516057,SINGLE,-,Illumina HiSeq 2000,SAMN04383783,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084377,SRX1516058,SINGLE,-,Illumina HiSeq 2000,SAMN04383752,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084378,SRX1516059,SINGLE,-,Illumina HiSeq 2000,SAMN04383753,1009714,GCA_000568855.2,Pseudomonas aeruginosa PAK,Complete Genome
SRR3084458,SRX1516139,PAIRED,-,NextSeq 500,SAMN04383820,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084459,SRX1516139,PAIRED,-,NextSeq 500,SAMN04383820,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084460,SRX1516139,PAIRED,-,NextSeq 500,SAMN04383820,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084461,SRX1516139,PAIRED,-,NextSeq 500,SAMN04383820,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084462,SRX1516140,PAIRED,-,NextSeq 500,SAMN04383821,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084463,SRX1516140,PAIRED,-,NextSeq 500,SAMN04383821,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084464,SRX1516140,PAIRED,-,NextSeq 500,SAMN04383821,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084465,SRX1516140,PAIRED,-,NextSeq 500,SAMN04383821,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR3084466,SRX1516141,PAIRED,-,NextSeq 500,SAMN04383822,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR3084467,SRX1516141,PAIRED,-,NextSeq 500,SAMN04383822,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR3084468,SRX1516141,PAIRED,-,NextSeq 500,SAMN04383822,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR3084469,SRX1516141,PAIRED,-,NextSeq 500,SAMN04383822,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR3084470,SRX1516142,PAIRED,-,NextSeq 500,SAMN04383823,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR3084471,SRX1516142,PAIRED,-,NextSeq 500,SAMN04383823,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
